sekermiktari,yas,cinsiyet,sinirlilik
14.069,15.296,0,0.650
24.312,2.229,0,0.650
22.105,2.196,1,0.870
22.981,14.314,0,0.875
23.875,7.466,0,0.463
14.224,13.850,1,0.879
13.257,12.793,1,0.874
16.319,13.972,1,0.875
24.890,12.002,0,0.883
20.398,10.378,1,0.862
23.685,11.238,1,0.876
0.472,6.902,0,0.082
0.910,2.215,1,0.466
7.723,2.948,0,0.250
13.826,4.953,0,0.260
22.603,12.433,0,0.873
17.213,7.494,0,0.250
20.276,6.805,1,0.650
29.297,5.871,1,0.650
0.506,1.321,1,0.467
23.855,9.975,0,0.853
9.054,3.201,1,0.463
19.638,4.169,1,0.748
6.573,3.732,1,0.459
3.972,3.206,0,0.250
15.381,1.750,0,0.466
16.065,2.455,1,0.650
19.905,12.275,0,0.847
27.699,12.979,1,0.883
13.037,0.779,0,0.464
10.422,14.405,1,0.824
4.678,15.801,0,0.462
6.394,10.723,1,0.650
20.311,8.837,1,0.650
13.161,2.829,0,0.464
12.386,7.404,1,0.462
13.980,4.141,0,0.428
5.299,13.850,0,0.461
14.738,13.341,0,0.650
11.498,0.992,0,0.459
15.142,12.130,0,0.650
5.255,11.787,0,0.462
19.861,3.218,1,0.842
21.997,10.482,1,0.867
15.617,10.062,0,0.650
17.443,1.794,1,0.650
8.130,4.533,1,0.347
17.130,12.834,1,0.870
26.507,11.847,0,0.882
28.405,6.444,1,0.650
28.714,8.735,0,0.457
21.666,6.815,1,0.650
5.269,1.791,1,0.461
1.737,10.182,1,0.650
9.840,2.996,1,0.566
12.648,2.871,1,0.650
5.206,15.382,1,0.650
17.236,7.589,0,0.250
0.470,7.706,0,0.086
15.950,2.201,0,0.466
26.821,15.127,1,0.883
4.759,12.447,0,0.462
28.979,6.613,0,0.466
12.151,8.972,1,0.456
18.508,5.259,1,0.495
12.333,10.537,1,0.868
29.856,7.475,1,0.650
8.971,13.488,0,0.454
15.720,3.322,0,0.466
15.317,14.933,0,0.650
20.234,1.432,0,0.650
1.656,12.368,0,0.466
3.051,11.730,0,0.465
11.908,12.521,0,0.650
14.772,1.335,1,0.650
7.638,13.854,1,0.650
8.515,10.633,0,0.455
12.565,8.276,0,0.250
24.339,9.167,0,0.545
19.065,9.102,1,0.570
25.785,3.661,0,0.650
19.352,8.406,1,0.572
5.779,4.643,1,0.324
16.517,7.639,1,0.463
14.981,9.238,0,0.373
5.472,2.844,1,0.461
9.637,13.873,0,0.543
5.505,8.427,1,0.250
23.983,9.370,1,0.741
9.989,3.251,1,0.581
18.124,11.162,0,0.659
4.182,3.638,0,0.250
17.672,0.616,0,0.460
24.770,7.226,0,0.464
28.065,6.006,0,0.467
16.696,0.101,1,0.650
26.185,9.960,1,0.856
16.773,2.799,0,0.464
14.733,14.117,1,0.882
21.540,4.438,0,0.565
23.684,9.567,0,0.710
23.139,12.503,1,0.875
11.854,11.760,0,0.650
3.481,0.412,1,0.464
26.351,9.080,0,0.501
17.873,3.948,1,0.650
25.802,6.392,1,0.650
10.444,0.531,1,0.616
11.731,10.625,1,0.866
28.715,15.344,0,0.883
26.155,1.784,1,0.883
3.326,13.173,1,0.650
27.306,8.821,1,0.650
12.055,2.808,1,0.650
18.731,0.774,0,0.512
25.982,7.542,0,0.463
24.442,6.702,1,0.650
1.014,9.697,1,0.545
27.600,12.080,1,0.883
19.508,6.770,0,0.392
6.794,3.823,1,0.459
10.315,15.935,1,0.816
11.209,2.070,1,0.650
17.987,13.078,1,0.864
21.014,12.366,0,0.865
17.084,4.122,0,0.433
29.608,13.110,1,0.883
11.714,11.807,0,0.650
20.188,8.465,1,0.650
24.575,6.870,0,0.465
0.213,14.417,1,0.650
6.769,10.337,0,0.459
8.994,3.246,1,0.454
19.058,15.591,0,0.744
21.938,6.787,0,0.462
21.087,9.718,0,0.764
28.013,3.368,1,0.878
26.189,1.117,1,0.883
10.654,3.010,1,0.630
24.630,0.765,0,0.650
26.102,2.634,1,0.883
22.389,2.828,1,0.872
4.653,11.304,0,0.462
4.128,11.146,0,0.463
23.997,7.247,0,0.464
28.709,6.201,1,0.650
9.251,1.974,1,0.493
8.519,3.662,1,0.455
13.497,2.416,0,0.465
26.784,9.035,1,0.659
25.227,2.390,0,0.650
13.540,5.763,0,0.250
10.410,0.481,0,0.418
20.692,13.496,1,0.864
11.994,5.023,0,0.250
10.144,12.816,0,0.594
10.914,6.078,1,0.453
9.318,9.123,1,0.418
12.046,12.830,1,0.868
9.860,6.600,0,0.207
11.837,3.605,0,0.461
25.393,8.973,0,0.456
7.344,5.021,0,0.092
8.011,0.858,0,0.250
1.455,8.564,1,0.250
21.352,12.318,0,0.867
18.049,1.763,1,0.654
5.777,3.853,1,0.461
26.476,7.256,0,0.464
24.913,1.093,1,0.883
21.956,2.511,1,0.870
11.206,11.188,1,0.863
9.731,15.377,1,0.757
27.697,1.284,1,0.883
14.592,15.495,1,0.881
5.168,13.501,0,0.462
25.305,11.914,1,0.882
16.792,9.546,0,0.493
11.342,13.715,1,0.864
27.262,14.939,1,0.883
1.271,3.389,1,0.466
7.980,5.683,0,0.093
8.011,4.243,0,0.219
11.292,2.993,1,0.650
14.286,6.144,1,0.466
1.147,4.566,1,0.340
24.445,3.493,1,0.876
26.175,2.621,0,0.650
3.905,14.373,0,0.464
16.367,3.333,0,0.465
19.591,10.462,0,0.807
3.130,11.622,1,0.650
12.896,2.830,0,0.464
26.241,7.069,1,0.650
28.579,0.169,0,0.650
19.529,6.701,0,0.394
12.926,5.394,1,0.464
6.712,7.912,0,0.090
23.872,8.072,0,0.461
15.604,1.120,1,0.650
23.975,0.251,0,0.650
19.868,10.870,0,0.843
29.628,9.109,0,0.516
27.790,4.516,0,0.550
11.500,9.738,1,0.771
5.722,14.408,0,0.461
0.377,0.141,0,0.250
18.351,8.370,0,0.277
14.888,10.676,0,0.650
13.093,5.762,1,0.464
1.745,2.363,0,0.250
20.098,2.584,1,0.861
15.767,4.150,1,0.619
17.060,8.295,1,0.460
29.915,3.253,0,0.650
28.848,11.061,0,0.874
18.555,15.453,1,0.860
11.748,4.241,1,0.601
1.115,14.685,0,0.466
9.370,13.476,0,0.509
0.604,0.733,1,0.467
4.201,1.661,0,0.250
8.636,4.022,1,0.446
28.992,6.458,1,0.650
4.811,14.436,1,0.650
19.638,13.189,1,0.858
19.570,5.625,1,0.596
11.164,9.096,1,0.510
26.898,12.933,1,0.883
9.533,15.297,0,0.530
11.001,10.882,0,0.650
19.736,15.382,0,0.825
27.949,6.900,0,0.465
5.629,8.835,1,0.250
26.032,13.412,1,0.883
27.600,5.320,0,0.464
14.548,12.613,0,0.650
1.499,0.015,1,0.466
26.673,6.521,0,0.466
6.082,1.881,1,0.460
25.135,2.912,0,0.650
24.724,8.837,1,0.650
6.868,12.763,0,0.459
7.673,10.614,1,0.650
17.176,7.300,0,0.250
20.597,11.227,0,0.863
6.230,5.010,0,0.089
14.583,3.939,1,0.650
22.602,10.481,1,0.867
0.836,1.329,1,0.466
20.298,3.695,1,0.862
2.496,15.373,1,0.650
4.793,3.260,1,0.462
18.770,14.083,1,0.859
16.322,12.880,0,0.650
27.576,14.002,0,0.883
2.272,14.621,1,0.650
6.246,3.317,0,0.250
4.991,9.910,0,0.438
8.428,5.371,0,0.094
9.284,1.155,1,0.497
15.071,6.238,1,0.467
26.635,5.111,1,0.650
22.631,1.948,1,0.873
20.537,3.785,1,0.863
9.748,7.795,0,0.199
8.897,5.245,1,0.250
2.625,15.855,0,0.465
14.702,0.579,0,0.467
23.605,13.570,1,0.877
28.662,15.207,0,0.883
22.108,9.555,0,0.706
13.532,10.976,1,0.873
2.131,8.492,0,0.091
1.253,3.130,1,0.466
4.325,6.448,0,0.085
29.897,3.882,1,0.870
27.492,4.955,0,0.470
9.850,7.205,0,0.206
26.360,0.382,0,0.650
19.230,1.147,0,0.559
3.998,15.161,0,0.463
18.469,12.979,0,0.687
11.178,15.177,1,0.863
14.962,0.249,1,0.650
15.038,13.456,1,0.883
6.240,10.707,1,0.650
14.921,2.392,1,0.650
16.126,5.337,1,0.464
26.995,14.848,1,0.883
13.382,0.862,1,0.650
3.030,2.576,1,0.465
15.416,6.092,1,0.466
21.470,7.050,0,0.461
2.167,1.706,1,0.466
13.014,8.515,0,0.250
11.160,15.335,0,0.650
15.229,3.574,0,0.465
7.007,13.772,0,0.458
5.972,7.954,0,0.089
18.879,5.369,0,0.322
21.378,10.293,1,0.865
26.954,10.165,0,0.864
15.912,6.770,0,0.250
5.858,10.465,0,0.460
9.088,12.421,0,0.468
2.547,13.260,1,0.650
6.950,5.565,1,0.250
18.268,1.562,1,0.671
23.558,7.076,0,0.465
15.928,10.061,1,0.863
1.038,4.411,1,0.371
19.410,2.427,0,0.578
18.783,9.967,0,0.700
22.980,3.146,0,0.650
23.969,0.552,0,0.650
3.307,1.571,0,0.250
1.124,13.903,1,0.650
6.297,10.745,0,0.460
17.270,6.003,1,0.462
20.606,10.969,0,0.863
9.707,15.596,0,0.552
6.018,15.490,0,0.460
8.828,11.174,0,0.455
18.262,8.916,0,0.274
15.656,10.872,0,0.650
7.669,12.230,1,0.650
22.655,11.186,0,0.873
7.185,6.459,1,0.250
16.236,9.164,1,0.544
13.671,6.943,0,0.250
8.403,4.981,1,0.257
8.438,1.164,0,0.250
4.739,1.819,0,0.250
12.140,7.177,0,0.250
5.664,6.288,1,0.250
11.213,11.295,0,0.650
4.697,8.080,1,0.250
18.014,2.049,1,0.651
16.794,8.226,1,0.460
1.005,12.620,1,0.650
7.478,9.853,1,0.599
9.946,9.084,1,0.442
1.274,2.851,1,0.466
2.612,4.392,1,0.375
20.163,10.808,0,0.861
0.048,5.051,0,0.087
24.094,9.944,1,0.853
17.199,5.866,1,0.462
2.566,11.754,1,0.650
13.713,7.375,0,0.250
21.428,9.507,0,0.688
29.913,5.816,1,0.650
15.210,0.376,0,0.467
24.799,7.160,1,0.650
8.217,14.793,1,0.650
12.845,2.841,0,0.464
28.099,2.498,0,0.650
7.284,3.771,0,0.250
9.958,3.537,1,0.578
7.685,11.975,0,0.457
12.051,6.446,0,0.250
22.966,10.246,0,0.865
24.041,5.853,1,0.650
2.506,13.692,1,0.650
21.642,15.427,1,0.868
23.999,6.570,0,0.466
4.731,14.842,1,0.650
23.894,9.597,1,0.792
2.364,12.051,1,0.650
7.562,2.325,1,0.457
19.180,12.255,0,0.758
29.361,9.754,1,0.821
23.116,12.338,1,0.875
24.167,10.120,0,0.863
24.645,11.938,1,0.882
17.733,7.048,0,0.250
11.734,13.077,0,0.650
23.005,15.207,1,0.875
7.875,0.634,1,0.457
28.105,7.554,0,0.463
11.703,5.054,1,0.460
12.182,6.004,1,0.462
16.166,2.987,0,0.465
29.129,4.389,0,0.574
27.939,3.139,1,0.881
4.166,2.075,1,0.463
13.938,4.044,0,0.451
21.875,15.832,0,0.869
11.434,7.778,1,0.459
0.506,8.148,0,0.089
3.352,10.755,1,0.650
5.271,14.867,0,0.461
14.271,15.466,1,0.880
3.751,4.774,0,0.139
10.260,15.119,1,0.811
26.252,11.144,1,0.875
8.135,7.820,1,0.250
20.355,6.259,1,0.650
16.735,4.788,0,0.295
7.091,10.415,0,0.458
20.780,6.956,0,0.459
28.291,8.994,1,0.650
26.159,13.892,1,0.883
13.982,1.702,0,0.466
23.209,1.043,0,0.650
27.504,10.723,0,0.870
20.059,4.984,1,0.655
29.599,15.996,0,0.883
7.655,13.559,0,0.457
25.822,10.508,1,0.868
24.833,2.849,1,0.882
22.972,13.655,0,0.874
27.166,3.632,1,0.874
26.168,5.272,1,0.650
19.687,8.123,0,0.414
14.457,2.520,1,0.650
26.035,0.676,1,0.883
12.042,9.081,0,0.296
21.325,2.394,1,0.867
17.595,1.128,0,0.461
7.965,15.575,1,0.650
24.367,9.450,1,0.760
9.485,4.834,0,0.261
11.023,13.345,0,0.650
22.244,1.280,1,0.871
6.451,12.609,0,0.459
6.755,11.099,0,0.459
29.130,0.902,0,0.650
6.042,13.484,1,0.650
0.571,3.108,0,0.250
24.168,4.819,1,0.689
23.435,1.227,0,0.650
21.888,13.946,1,0.869
5.573,8.498,0,0.091
17.093,4.693,0,0.314
15.488,12.668,0,0.650
29.418,15.186,0,0.883
13.770,3.846,1,0.650
6.481,1.107,1,0.459
6.060,6.899,1,0.250
20.336,11.056,0,0.862
26.912,10.267,1,0.865
14.478,7.933,1,0.461
23.076,14.420,1,0.875
18.497,5.731,0,0.289
17.364,3.554,1,0.650
18.144,3.440,0,0.469
7.813,1.289,0,0.250
15.936,3.883,0,0.462
4.787,10.782,1,0.650
15.977,12.108,0,0.650
14.838,3.585,1,0.650
21.020,4.286,0,0.592
1.518,1.866,1,0.466
1.225,0.838,1,0.466
27.497,12.720,0,0.883
11.754,10.355,1,0.866
27.624,9.504,0,0.687
18.793,4.098,1,0.685
8.081,4.077,0,0.239
13.258,7.595,1,0.463
8.707,6.589,0,0.095
15.563,13.739,1,0.880
17.370,12.271,1,0.868
0.845,4.742,1,0.304
15.648,13.580,0,0.650
2.170,4.508,0,0.189
23.755,5.566,1,0.650
3.750,0.492,0,0.250
3.337,11.833,0,0.464
8.961,3.021,1,0.454
20.669,10.765,1,0.864
8.869,0.571,1,0.455
28.202,1.559,1,0.883
24.767,14.588,0,0.882
15.328,11.784,0,0.650
10.879,13.204,0,0.643
28.286,5.794,1,0.650
10.209,12.605,1,0.807
0.740,9.751,0,0.400
16.458,8.584,1,0.458
11.190,11.961,0,0.650
21.859,0.252,0,0.650
20.289,1.815,1,0.862
25.183,0.931,0,0.650
19.208,1.846,0,0.556
0.464,6.220,1,0.250
14.826,14.095,0,0.650
11.942,0.544,1,0.650
7.294,8.897,0,0.093
19.637,0.666,1,0.813
20.692,11.861,1,0.864
21.667,3.494,1,0.868
1.312,8.773,0,0.092
6.218,1.301,1,0.460
14.369,15.683,0,0.650
2.973,13.244,0,0.465
14.746,15.375,1,0.882
13.845,10.509,0,0.650
20.913,13.075,0,0.865
16.344,3.560,0,0.465
3.192,14.727,1,0.650
6.965,15.891,0,0.458
25.949,8.039,0,0.461
13.190,1.059,1,0.650
24.479,7.887,0,0.462
17.253,1.173,0,0.462
21.041,1.614,1,0.865
4.982,13.266,1,0.650
18.022,6.637,1,0.461
22.706,11.809,1,0.873
22.665,2.492,0,0.650
7.368,5.923,0,0.092
10.475,9.324,1,0.575
24.836,12.758,1,0.882
2.965,10.155,0,0.459
10.390,4.795,1,0.477
4.164,6.560,0,0.085
0.729,7.212,0,0.084
14.898,7.862,1,0.462
15.472,12.607,1,0.880
4.057,5.224,0,0.085
27.161,9.932,1,0.851
13.325,11.693,1,0.875
17.673,8.728,1,0.457
14.878,14.617,1,0.883
7.479,4.110,1,0.427
1.975,7.460,1,0.250
22.704,6.704,1,0.650
19.732,4.799,0,0.477
11.213,14.294,0,0.650
13.052,4.509,0,0.351
4.627,10.788,1,0.650
0.389,4.896,1,0.273
0.012,11.250,0,0.465
2.239,7.514,0,0.085
8.996,12.736,0,0.454
18.010,5.152,1,0.460
23.904,8.062,1,0.650
17.161,13.789,1,0.870
16.933,14.820,0,0.650
5.129,5.878,1,0.250
22.287,0.188,1,0.871
18.489,15.981,0,0.689
7.452,12.316,1,0.650
29.333,2.550,1,0.883
26.636,8.549,1,0.650
20.900,0.440,1,0.865
14.894,7.639,1,0.463
8.371,2.680,1,0.456
14.595,0.266,0,0.467
28.631,12.017,0,0.883
6.942,3.307,0,0.250
22.965,8.548,0,0.458
29.634,4.000,0,0.650
19.197,11.235,0,0.760
20.346,7.648,1,0.650
17.930,12.572,0,0.650
19.569,4.587,1,0.705
17.696,8.216,0,0.250
9.518,4.454,0,0.269
5.278,7.256,0,0.087
12.308,15.036,1,0.869
15.643,8.492,0,0.250
8.836,15.870,1,0.650
3.900,15.963,0,0.464
25.616,3.976,1,0.868
17.137,14.047,0,0.650
8.400,7.953,1,0.250
23.438,12.939,1,0.877
10.610,2.072,0,0.433
24.955,10.076,0,0.863
13.392,3.330,1,0.650
22.679,0.227,0,0.650
8.171,1.326,0,0.250
0.517,7.748,1,0.250
27.071,14.964,1,0.883
22.979,6.650,0,0.465
4.239,13.731,0,0.463
9.049,3.585,0,0.258
12.091,6.474,1,0.461
10.741,1.468,0,0.442
20.905,12.573,1,0.865
21.323,3.285,1,0.867
4.528,4.068,0,0.244
21.183,2.502,1,0.866
15.688,0.397,0,0.466
21.430,4.162,0,0.616
22.193,10.571,1,0.868
2.774,5.501,0,0.082
2.978,0.991,0,0.250
8.715,6.766,1,0.250
25.873,4.208,0,0.607
12.552,10.663,0,0.650
19.342,4.711,0,0.456
7.666,3.458,0,0.250
28.907,3.842,0,0.650
29.865,6.057,0,0.467
24.533,10.337,0,0.866
0.518,5.089,1,0.250
1.321,11.633,1,0.650
17.945,1.117,1,0.650
2.362,10.950,1,0.650
21.163,15.834,0,0.866
26.760,14.273,0,0.883
20.449,7.386,0,0.458
0.936,3.807,1,0.463
9.718,14.367,0,0.553
0.213,0.928,1,0.467
5.228,9.653,1,0.530
29.702,11.848,0,0.882
23.391,14.989,0,0.876
26.224,0.892,1,0.883
29.693,12.182,0,0.883
6.792,7.628,0,0.091
11.095,5.057,0,0.250
9.884,5.186,1,0.372
16.413,9.541,0,0.491
3.468,2.598,0,0.250
6.050,13.764,1,0.650
27.538,1.506,0,0.650
1.886,13.912,1,0.650
23.411,4.511,1,0.756
18.453,14.517,1,0.861
2.126,11.912,0,0.466
4.433,2.779,0,0.250
21.856,13.382,0,0.869
19.447,15.948,1,0.857
27.732,3.702,0,0.650
15.240,3.366,1,0.650
18.309,7.090,0,0.274
0.146,4.036,0,0.247
22.629,7.266,0,0.464
1.695,3.747,0,0.250
5.118,7.918,0,0.087
16.608,13.512,0,0.650
15.490,13.138,0,0.650
29.267,2.427,1,0.883
2.363,8.837,0,0.093
21.326,8.252,1,0.650
11.034,13.773,1,0.862
22.600,11.584,1,0.873
25.407,10.189,1,0.864
26.256,15.744,1,0.883
11.944,14.966,1,0.867
21.624,9.786,0,0.788
29.509,3.868,1,0.870
15.418,4.145,1,0.620
1.268,5.615,1,0.250
13.100,15.514,0,0.650
23.959,14.605,1,0.879
9.960,14.359,0,0.578
23.526,0.443,1,0.877
13.957,11.497,1,0.878
15.280,3.417,1,0.650
24.956,14.668,0,0.883
3.447,7.171,0,0.084
22.255,13.848,1,0.871
2.822,14.540,1,0.650
9.216,2.734,1,0.488
5.784,9.588,1,0.508
4.846,10.013,1,0.650
14.139,11.653,0,0.650
2.868,2.378,0,0.250
0.022,12.478,0,0.467
3.548,0.308,1,0.464
9.342,2.292,0,0.303
17.270,5.980,1,0.462
24.523,6.001,0,0.467
2.498,14.503,1,0.650
1.340,0.925,1,0.466
19.775,5.269,0,0.426
19.895,5.765,1,0.636
17.448,8.773,1,0.457
9.743,2.176,1,0.556
7.853,5.657,1,0.250
22.745,7.710,0,0.462
0.281,0.983,1,0.467
13.062,14.372,0,0.650
20.724,8.337,0,0.459
14.927,12.302,1,0.883
1.405,1.537,0,0.250
13.489,9.587,1,0.717
28.869,10.523,1,0.868
18.735,8.199,0,0.309
4.580,8.993,1,0.250
18.762,14.268,0,0.713
16.128,6.231,0,0.250
3.722,12.230,0,0.464
29.066,12.563,1,0.883
22.653,2.516,0,0.650
23.363,4.747,1,0.705
12.105,2.517,1,0.650
26.811,8.241,1,0.650
12.028,3.330,0,0.461
26.394,10.672,0,0.870
27.651,12.144,0,0.883
17.046,4.228,1,0.603
0.229,8.147,0,0.089
2.822,1.654,0,0.250
0.840,4.650,0,0.164
9.686,7.851,0,0.193
10.811,9.629,0,0.511
17.968,15.156,1,0.864
3.890,5.637,1,0.250
15.101,11.466,0,0.650
8.218,9.795,0,0.408
9.013,8.093,1,0.252
23.261,0.096,1,0.876
2.026,4.552,1,0.342
14.645,7.618,1,0.463
20.108,12.780,0,0.861
29.710,13.100,0,0.883
13.956,11.191,1,0.875
20.420,4.589,0,0.537
10.176,10.127,0,0.597
14.419,1.835,1,0.650
26.585,6.347,0,0.466
5.403,4.196,0,0.231
16.790,6.858,1,0.464
21.456,0.517,1,0.867
24.413,15.330,0,0.881
6.162,9.954,0,0.447
25.415,4.818,0,0.496
16.666,0.690,0,0.464
1.417,12.905,1,0.650
9.250,13.604,1,0.690
16.662,6.326,0,0.250
0.482,13.082,1,0.650
1.673,14.739,0,0.466
19.604,11.064,1,0.858
27.620,9.448,1,0.760
29.130,14.288,1,0.883
17.340,3.124,0,0.462
0.792,14.362,1,0.650
5.887,2.762,1,0.460
16.859,1.916,1,0.650
20.044,6.749,0,0.457
4.995,6.102,0,0.087
0.144,6.616,0,0.080
20.433,10.644,0,0.862
2.009,2.004,0,0.250
15.887,9.308,0,0.403
14.109,11.163,0,0.650
29.929,11.230,1,0.876
15.370,5.021,1,0.461
21.015,9.298,1,0.724
5.823,11.191,0,0.461
13.353,4.630,0,0.327
25.032,13.199,1,0.883
27.282,12.237,0,0.883
22.584,6.478,0,0.464
2.662,4.755,0,0.143
25.654,0.851,1,0.883
27.437,9.341,0,0.623
8.717,9.236,1,0.372
19.092,2.357,1,0.747
28.340,2.286,1,0.883
17.124,9.491,1,0.682
15.795,10.188,1,0.864
4.405,4.299,1,0.394
24.392,0.031,0,0.650
24.505,4.920,0,0.477
9.161,3.529,1,0.480
12.576,3.777,0,0.463
21.867,15.022,0,0.869
12.435,4.261,1,0.597
23.533,12.090,0,0.877
3.908,13.811,1,0.650
26.109,2.792,1,0.883
9.869,13.789,1,0.774
21.394,13.454,0,0.867
18.547,15.565,1,0.860
6.234,10.544,0,0.460
3.894,1.251,0,0.250
19.582,11.722,0,0.806
21.468,1.312,1,0.867
29.546,6.356,0,0.466
19.481,0.875,0,0.586
20.107,10.547,1,0.861
21.307,14.615,1,0.867
1.841,1.674,1,0.466
14.729,13.739,0,0.650
5.706,7.756,0,0.088
5.739,0.627,1,0.461
20.792,6.025,1,0.650
27.654,10.604,1,0.869
17.829,9.114,1,0.519
18.753,5.245,0,0.311
17.291,7.208,1,0.462
15.088,9.956,0,0.634
15.637,11.957,0,0.650
7.084,6.802,1,0.250
16.449,15.729,0,0.650
7.442,10.757,0,0.458
29.000,9.889,1,0.844
13.761,10.470,1,0.867
9.659,6.246,1,0.346
18.142,9.120,0,0.351
13.204,13.157,1,0.874
15.406,5.665,1,0.466
5.695,2.397,0,0.250
15.659,3.811,1,0.650
29.027,5.776,1,0.650
23.128,5.475,0,0.465
4.520,14.350,1,0.650
27.106,9.313,0,0.611
11.654,2.047,1,0.650
16.121,6.957,1,0.465
9.740,2.440,1,0.555
27.194,12.848,1,0.883
17.451,10.316,0,0.650
26.130,7.679,0,0.463
15.074,7.488,0,0.250
17.594,15.817,1,0.867
7.479,1.359,1,0.457
13.352,6.014,1,0.465
27.827,11.147,1,0.875
0.813,10.771,0,0.463
3.632,5.570,1,0.250
11.228,14.548,1,0.863
27.054,14.475,1,0.883
7.074,11.394,1,0.650
21.875,8.398,0,0.459
4.545,12.970,0,0.463
0.458,2.679,1,0.467
3.339,5.702,0,0.084
21.124,2.725,1,0.866
10.680,3.581,1,0.632
29.327,9.759,1,0.822
22.745,13.387,1,0.873
6.115,7.671,0,0.089
25.484,4.971,0,0.467
13.015,9.859,1,0.813
11.041,2.074,0,0.458
3.011,9.773,1,0.571
18.714,2.661,1,0.709
9.366,2.163,0,0.307
0.946,4.427,1,0.368
23.770,14.714,1,0.878
29.186,11.922,1,0.882
6.400,8.869,1,0.250
26.110,10.066,1,0.863
15.134,14.199,0,0.650
29.457,7.227,1,0.650
27.873,3.369,0,0.650
5.076,7.888,0,0.087
2.760,12.030,1,0.650
16.299,3.791,0,0.463
5.640,6.435,1,0.250
2.409,11.691,1,0.650
7.144,10.718,1,0.650
26.126,15.483,1,0.883
7.926,12.619,0,0.457
15.193,2.167,1,0.650
13.755,2.380,0,0.465
8.514,15.493,0,0.455
22.750,8.043,0,0.461
28.155,9.957,0,0.847
2.796,2.643,1,0.465
12.888,10.137,1,0.863
1.075,11.358,0,0.465
0.734,1.216,0,0.250
28.343,1.510,1,0.883
0.021,15.946,1,0.650
26.361,15.150,0,0.883
3.810,12.188,0,0.464
0.810,4.559,1,0.341
25.489,14.921,0,0.883
15.717,7.194,1,0.464
28.291,8.662,0,0.458
0.814,13.719,0,0.466
15.288,0.830,0,0.467
17.791,1.348,1,0.650
21.344,5.717,1,0.650
5.989,5.579,1,0.250
26.026,4.407,1,0.779
12.032,0.783,0,0.461
19.100,15.250,0,0.748
1.184,15.483,1,0.650
24.366,0.177,0,0.650
21.394,7.858,0,0.461
26.033,1.815,0,0.650
27.048,0.477,1,0.883
11.283,14.401,0,0.650
12.552,11.953,0,0.650
25.728,10.214,1,0.864
24.374,2.714,0,0.650
9.493,5.869,1,0.324
16.008,5.712,1,0.466
24.183,3.843,0,0.650
22.850,0.655,0,0.650
12.745,15.479,1,0.872
28.236,0.567,1,0.883
14.535,12.591,1,0.881
11.117,12.024,1,0.863
19.126,8.671,1,0.548
24.389,11.400,0,0.877
9.560,2.283,1,0.534
22.401,5.884,1,0.650
9.787,13.958,1,0.764
16.615,13.331,0,0.650
19.730,14.366,1,0.859
20.331,9.728,0,0.768
27.459,5.443,0,0.465
18.378,10.760,0,0.679
17.937,12.412,0,0.650
26.058,11.432,1,0.878
5.619,8.896,1,0.250
21.230,3.983,0,0.650
6.260,7.741,0,0.089
10.243,6.105,0,0.227
19.180,2.665,0,0.553
29.461,14.284,0,0.883
2.897,6.046,0,0.083
5.930,3.184,0,0.250
28.327,12.471,0,0.883
20.156,14.952,0,0.861
22.421,15.712,1,0.872
26.563,0.813,1,0.883
20.571,14.464,1,0.863
27.161,12.028,0,0.883
7.028,2.919,1,0.458
22.450,4.010,0,0.648
26.796,14.336,1,0.883
25.946,5.830,0,0.466
18.855,10.506,1,0.858
20.436,6.143,0,0.458
19.110,7.795,1,0.546
11.440,5.702,0,0.250
20.812,11.889,1,0.864
1.484,1.657,1,0.466
23.459,10.340,0,0.866
29.767,7.675,1,0.650
8.636,12.355,0,0.455
26.821,12.143,1,0.883
14.445,4.512,1,0.551
29.990,5.541,0,0.465
26.805,11.325,1,0.876
22.201,4.060,0,0.637
22.615,14.255,0,0.873
8.909,0.361,0,0.250
3.302,7.449,1,0.250
25.203,15.473,1,0.883
14.054,5.501,1,0.465
26.875,9.936,0,0.840
29.291,3.648,1,0.873
10.229,12.027,0,0.601
24.597,15.917,1,0.881
19.179,8.926,0,0.353
2.075,8.809,1,0.250
29.355,12.161,0,0.883
6.994,8.137,1,0.250
15.564,8.821,0,0.250
9.270,11.151,0,0.495
13.317,3.821,0,0.463
2.253,12.449,1,0.650
1.974,10.030,0,0.458
26.070,15.209,1,0.883
11.035,1.297,0,0.458
8.951,0.796,1,0.454
6.872,15.227,0,0.459
1.555,2.869,1,0.466
27.918,3.279,1,0.879
17.114,9.021,0,0.263
29.997,11.375,1,0.877
6.044,9.179,1,0.346
24.132,1.976,0,0.650
21.267,5.178,1,0.650
10.758,1.377,0,0.443
24.853,11.399,0,0.877
14.682,0.626,0,0.467
18.166,13.835,0,0.663
5.795,11.119,1,0.650
1.172,3.486,0,0.250
0.853,9.682,0,0.382
25.822,6.725,0,0.466
0.299,4.161,1,0.424
26.977,10.212,1,0.864
18.900,1.285,1,0.727
6.447,10.821,0,0.459
3.308,5.027,0,0.088
17.454,8.412,0,0.250
10.042,14.595,1,0.791
16.461,5.426,0,0.250
16.443,1.757,0,0.465
15.801,4.150,0,0.427
18.405,0.515,0,0.487
23.606,2.774,0,0.650
14.689,10.307,0,0.650
17.675,1.513,1,0.650
19.671,1.156,1,0.817
26.246,9.807,0,0.795
13.422,8.645,0,0.250
12.229,6.427,1,0.462
6.360,12.799,1,0.650
2.219,13.428,0,0.466
